"시점","시도별","성별","연령계층별",데이터
"2017.1/4","제주도","남자","40 - 49세",54
"2017.1/4","제주도","남자","50 - 59세",47
"2017.1/4","제주도","남자","60세이상",33
"2017.1/4","제주도","여자","20 - 29세",26
"2017.1/4","제주도","여자","30 - 39세",31
"2017.1/4","제주도","여자","40 - 49세",41
"2017.1/4","제주도","여자","50 - 59세",37
"2017.1/4","제주도","여자","60세이상",32
"2017.2/4","서울특별시","남자","20 - 29세",329
"2017.2/4","서울특별시","남자","30 - 39세",708
"2017.2/4","서울특별시","남자","40 - 49세",734
"2017.2/4","서울특별시","남자","50 - 59세",649
"2017.2/4","서울특별시","남자","60세이상",415
"2017.2/4","서울특별시","여자","20 - 29세",483
"2017.2/4","서울특별시","여자","30 - 39세",521
"2017.2/4","서울특별시","여자","40 - 49세",502
"2017.2/4","서울특별시","여자","50 - 59세",488
"2017.2/4","서울특별시","여자","60세이상",293
"2017.2/4","부산광역시","남자","20 - 29세",109
"2017.2/4","부산광역시","남자","30 - 39세",213
"2017.2/4","부산광역시","남자","40 - 49세",230
"2017.2/4","부산광역시","남자","50 - 59세",239
"2017.2/4","부산광역시","남자","60세이상",166
"2017.2/4","부산광역시","여자","20 - 29세",126
"2017.2/4","부산광역시","여자","30 - 39세",141
"2017.2/4","부산광역시","여자","40 - 49세",174
"2017.2/4","부산광역시","여자","50 - 59세",161
"2017.2/4","부산광역시","여자","60세이상",121
"2017.2/4","대구광역시","남자","20 - 29세",65
"2017.2/4","대구광역시","남자","30 - 39세",151
"2017.2/4","대구광역시","남자","40 - 49세",187
"2017.2/4","대구광역시","남자","50 - 59세",183
"2017.2/4","대구광역시","남자","60세이상",106
"2017.2/4","대구광역시","여자","20 - 29세",88
"2017.2/4","대구광역시","여자","30 - 39세",90
"2017.2/4","대구광역시","여자","40 - 49세",151
"2017.2/4","대구광역시","여자","50 - 59세",142
"2017.2/4","대구광역시","여자","60세이상",78
"2017.2/4","인천광역시","남자","20 - 29세",110
"2017.2/4","인천광역시","남자","30 - 39세",212
"2017.2/4","인천광역시","남자","40 - 49세",235
"2017.2/4","인천광역시","남자","50 - 59세",216
"2017.2/4","인천광역시","남자","60세이상",116
"2017.2/4","인천광역시","여자","20 - 29세",115
"2017.2/4","인천광역시","여자","30 - 39세",124
"2017.2/4","인천광역시","여자","40 - 49세",159
"2017.2/4","인천광역시","여자","50 - 59세",158
"2017.2/4","인천광역시","여자","60세이상",77
"2017.2/4","광주광역시","남자","20 - 29세",49
"2017.2/4","광주광역시","남자","30 - 39세",98
"2017.2/4","광주광역시","남자","40 - 49세",120
"2017.2/4","광주광역시","남자","50 - 59세",96
"2017.2/4","광주광역시","남자","60세이상",54
"2017.2/4","광주광역시","여자","20 - 29세",52
"2017.2/4","광주광역시","여자","30 - 39세",61
"2017.2/4","광주광역시","여자","40 - 49세",90
"2017.2/4","광주광역시","여자","50 - 59세",75
"2017.2/4","광주광역시","여자","60세이상",44
"2017.2/4","대전광역시","남자","20 - 29세",63
"2017.2/4","대전광역시","남자","30 - 39세",100
"2017.2/4","대전광역시","남자","40 - 49세",117
"2017.2/4","대전광역시","남자","50 - 59세",103
"2017.2/4","대전광역시","남자","60세이상",59
"2017.2/4","대전광역시","여자","20 - 29세",61
"2017.2/4","대전광역시","여자","30 - 39세",61
"2017.2/4","대전광역시","여자","40 - 49세",86
"2017.2/4","대전광역시","여자","50 - 59세",69
"2017.2/4","대전광역시","여자","60세이상",42
"2017.2/4","울산광역시","남자","20 - 29세",45
"2017.2/4","울산광역시","남자","30 - 39세",87
"2017.2/4","울산광역시","남자","40 - 49세",95
"2017.2/4","울산광역시","남자","50 - 59세",94
"2017.2/4","울산광역시","남자","60세이상",44
"2017.2/4","울산광역시","여자","20 - 29세",37
"2017.2/4","울산광역시","여자","30 - 39세",44
"2017.2/4","울산광역시","여자","40 - 49세",60
"2017.2/4","울산광역시","여자","50 - 59세",54
"2017.2/4","울산광역시","여자","60세이상",23
"2017.2/4","세종특별자치시","남자","20 - 29세",8
"2017.2/4","세종특별자치시","남자","30 - 39세",22
"2017.2/4","세종특별자치시","남자","40 - 49세",23
"2017.2/4","세종특별자치시","남자","50 - 59세",14
"2017.2/4","세종특별자치시","남자","60세이상",9
"2017.2/4","세종특별자치시","여자","20 - 29세",9
"2017.2/4","세종특별자치시","여자","30 - 39세",13
"2017.2/4","세종특별자치시","여자","40 - 49세",14
"2017.2/4","세종특별자치시","여자","50 - 59세",9
"2017.2/4","세종특별자치시","여자","60세이상",7
"2017.2/4","경기도","남자","20 - 29세",461
"2017.2/4","경기도","남자","30 - 39세",936
"2017.2/4","경기도","남자","40 - 49세",1104
"2017.2/4","경기도","남자","50 - 59세",930
"2017.2/4","경기도","남자","60세이상",465
"2017.2/4","경기도","여자","20 - 29세",494
"2017.2/4","경기도","여자","30 - 39세",547
"2017.2/4","경기도","여자","40 - 49세",719
"2017.2/4","경기도","여자","50 - 59세",640
"2017.2/4","경기도","여자","60세이상",304
"2017.2/4","강원도","남자","20 - 29세",44
"2017.2/4","강원도","남자","30 - 39세",79
"2017.2/4","강원도","남자","40 - 49세",112
"2017.2/4","강원도","남자","50 - 59세",116
"2017.2/4","강원도","남자","60세이상",98
"2017.2/4","강원도","여자","20 - 29세",56
"2017.2/4","강원도","여자","30 - 39세",51
"2017.2/4","강원도","여자","40 - 49세",79
"2017.2/4","강원도","여자","50 - 59세",89
"2017.2/4","강원도","여자","60세이상",88
"2017.2/4","충청북도","남자","20 - 29세",66
"2017.2/4","충청북도","남자","30 - 39세",100
"2017.2/4","충청북도","남자","40 - 49세",124
"2017.2/4","충청북도","남자","50 - 59세",121
"2017.2/4","충청북도","남자","60세이상",86
"2017.2/4","충청북도","여자","20 - 29세",63
"2017.2/4","충청북도","여자","30 - 39세",65
"2017.2/4","충청북도","여자","40 - 49세",90
"2017.2/4","충청북도","여자","50 - 59세",90
"2017.2/4","충청북도","여자","60세이상",67
"2017.2/4","충청남도","남자","20 - 29세",86
"2017.2/4","충청남도","남자","30 - 39세",157
"2017.2/4","충청남도","남자","40 - 49세",165
"2017.2/4","충청남도","남자","50 - 59세",152
"2017.2/4","충청남도","남자","60세이상",131
"2017.2/4","충청남도","여자","20 - 29세",63
"2017.2/4","충청남도","여자","30 - 39세",87
"2017.2/4","충청남도","여자","40 - 49세",104
"2017.2/4","충청남도","여자","50 - 59세",107
"2017.2/4","충청남도","여자","60세이상",102
"2017.2/4","전라북도","남자","20 - 29세",55
"2017.2/4","전라북도","남자","30 - 39세",96
"2017.2/4","전라북도","남자","40 - 49세",134
"2017.2/4","전라북도","남자","50 - 59세",130
"2017.2/4","전라북도","남자","60세이상",117
"2017.2/4","전라북도","여자","20 - 29세",51
"2017.2/4","전라북도","여자","30 - 39세",62
"2017.2/4","전라북도","여자","40 - 49세",100
"2017.2/4","전라북도","여자","50 - 59세",96
"2017.2/4","전라북도","여자","60세이상",93
"2017.2/4","전라남도","남자","20 - 29세",43
"2017.2/4","전라남도","남자","30 - 39세",96
"2017.2/4","전라남도","남자","40 - 49세",125
"2017.2/4","전라남도","남자","50 - 59세",134
"2017.2/4","전라남도","남자","60세이상",139
"2017.2/4","전라남도","여자","20 - 29세",48
"2017.2/4","전라남도","여자","30 - 39세",57
"2017.2/4","전라남도","여자","40 - 49세",84
"2017.2/4","전라남도","여자","50 - 59세",98
"2017.2/4","전라남도","여자","60세이상",137
"2017.2/4","경상북도","남자","20 - 29세",94
"2017.2/4","경상북도","남자","30 - 39세",166
"2017.2/4","경상북도","남자","40 - 49세",200
"2017.2/4","경상북도","남자","50 - 59세",206
"2017.2/4","경상북도","남자","60세이상",182
"2017.2/4","경상북도","여자","20 - 29세",72
"2017.2/4","경상북도","여자","30 - 39세",86
"2017.2/4","경상북도","여자","40 - 49세",139
"2017.2/4","경상북도","여자","50 - 59세",147
"2017.2/4","경상북도","여자","60세이상",165
"2017.2/4","경상남도","남자","20 - 29세",111
"2017.2/4","경상남도","남자","30 - 39세",225
"2017.2/4","경상남도","남자","40 - 49세",259
"2017.2/4","경상남도","남자","50 - 59세",252
"2017.2/4","경상남도","남자","60세이상",174
"2017.2/4","경상남도","여자","20 - 29세",93
"2017.2/4","경상남도","여자","30 - 39세",117
"2017.2/4","경상남도","여자","40 - 49세",187
"2017.2/4","경상남도","여자","50 - 59세",180
"2017.2/4","경상남도","여자","60세이상",127
"2017.2/4","제주도","남자","20 - 29세",25
"2017.2/4","제주도","남자","30 - 39세",42
"2017.2/4","제주도","남자","40 - 49세",54
"2017.2/4","제주도","남자","50 - 59세",47
"2017.2/4","제주도","남자","60세이상",33
"2017.2/4","제주도","여자","20 - 29세",26
"2017.2/4","제주도","여자","30 - 39세",33
"2017.2/4","제주도","여자","40 - 49세",41
"2017.2/4","제주도","여자","50 - 59세",39
"2017.2/4","제주도","여자","60세이상",34
"2017.3/4","서울특별시","남자","20 - 29세",334
"2017.3/4","서울특별시","남자","30 - 39세",707
"2017.3/4","서울특별시","남자","40 - 49세",728
"2017.3/4","서울특별시","남자","50 - 59세",650
"2017.3/4","서울특별시","남자","60세이상",412
"2017.3/4","서울특별시","여자","20 - 29세",485
"2017.3/4","서울특별시","여자","30 - 39세",531
"2017.3/4","서울특별시","여자","40 - 49세",504
"2017.3/4","서울특별시","여자","50 - 59세",489
"2017.3/4","서울특별시","여자","60세이상",306
"2017.3/4","부산광역시","남자","20 - 29세",109
"2017.3/4","부산광역시","남자","30 - 39세",212
"2017.3/4","부산광역시","남자","40 - 49세",230
"2017.3/4","부산광역시","남자","50 - 59세",238
"2017.3/4","부산광역시","남자","60세이상",172
"2017.3/4","부산광역시","여자","20 - 29세",124
"2017.3/4","부산광역시","여자","30 - 39세",136
"2017.3/4","부산광역시","여자","40 - 49세",171
"2017.3/4","부산광역시","여자","50 - 59세",159
"2017.3/4","부산광역시","여자","60세이상",119
"2017.3/4","대구광역시","남자","20 - 29세",63
"2017.3/4","대구광역시","남자","30 - 39세",145
"2017.3/4","대구광역시","남자","40 - 49세",186
"2017.3/4","대구광역시","남자","50 - 59세",182
"2017.3/4","대구광역시","남자","60세이상",109
"2017.3/4","대구광역시","여자","20 - 29세",83
"2017.3/4","대구광역시","여자","30 - 39세",95
"2017.3/4","대구광역시","여자","40 - 49세",151
"2017.3/4","대구광역시","여자","50 - 59세",141
"2017.3/4","대구광역시","여자","60세이상",79
"2017.3/4","인천광역시","남자","20 - 29세",107
"2017.3/4","인천광역시","남자","30 - 39세",211
"2017.3/4","인천광역시","남자","40 - 49세",235
"2017.3/4","인천광역시","남자","50 - 59세",216
"2017.3/4","인천광역시","남자","60세이상",116
"2017.3/4","인천광역시","여자","20 - 29세",119
"2017.3/4","인천광역시","여자","30 - 39세",124
"2017.3/4","인천광역시","여자","40 - 49세",156
"2017.3/4","인천광역시","여자","50 - 59세",159
"2017.3/4","인천광역시","여자","60세이상",78
"2017.3/4","광주광역시","남자","20 - 29세",48
"2017.3/4","광주광역시","남자","30 - 39세",96
"2017.3/4","광주광역시","남자","40 - 49세",117
"2017.3/4","광주광역시","남자","50 - 59세",97
"2017.3/4","광주광역시","남자","60세이상",56
"2017.3/4","광주광역시","여자","20 - 29세",57
"2017.3/4","광주광역시","여자","30 - 39세",60
"2017.3/4","광주광역시","여자","40 - 49세",86
"2017.3/4","광주광역시","여자","50 - 59세",79
"2017.3/4","광주광역시","여자","60세이상",45
"2017.3/4","대전광역시","남자","20 - 29세",63
"2017.3/4","대전광역시","남자","30 - 39세",100
"2017.3/4","대전광역시","남자","40 - 49세",117
"2017.3/4","대전광역시","남자","50 - 59세",103
"2017.3/4","대전광역시","남자","60세이상",58
"2017.3/4","대전광역시","여자","20 - 29세",61
"2017.3/4","대전광역시","여자","30 - 39세",60
"2017.3/4","대전광역시","여자","40 - 49세",85
"2017.3/4","대전광역시","여자","50 - 59세",71
"2017.3/4","대전광역시","여자","60세이상",41
"2017.3/4","울산광역시","남자","20 - 29세",41
"2017.3/4","울산광역시","남자","30 - 39세",87
"2017.3/4","울산광역시","남자","40 - 49세",94
"2017.3/4","울산광역시","남자","50 - 59세",95
"2017.3/4","울산광역시","남자","60세이상",44
"2017.3/4","울산광역시","여자","20 - 29세",38
"2017.3/4","울산광역시","여자","30 - 39세",44
"2017.3/4","울산광역시","여자","40 - 49세",58
"2017.3/4","울산광역시","여자","50 - 59세",53
"2017.3/4","울산광역시","여자","60세이상",25
"2017.3/4","세종특별자치시","남자","20 - 29세",8
"2017.3/4","세종특별자치시","남자","30 - 39세",23
"2017.3/4","세종특별자치시","남자","40 - 49세",24
"2017.3/4","세종특별자치시","남자","50 - 59세",14
"2017.3/4","세종특별자치시","남자","60세이상",9
"2017.3/4","세종특별자치시","여자","20 - 29세",9
"2017.3/4","세종특별자치시","여자","30 - 39세",14
"2017.3/4","세종특별자치시","여자","40 - 49세",14
"2017.3/4","세종특별자치시","여자","50 - 59세",9
"2017.3/4","세종특별자치시","여자","60세이상",7
"2017.3/4","경기도","남자","20 - 29세",483
"2017.3/4","경기도","남자","30 - 39세",939
"2017.3/4","경기도","남자","40 - 49세",1102
"2017.3/4","경기도","남자","50 - 59세",934
"2017.3/4","경기도","남자","60세이상",475
"2017.3/4","경기도","여자","20 - 29세",498
"2017.3/4","경기도","여자","30 - 39세",543
"2017.3/4","경기도","여자","40 - 49세",740
"2017.3/4","경기도","여자","50 - 59세",639
"2017.3/4","경기도","여자","60세이상",321
"2017.3/4","강원도","남자","20 - 29세",42
"2017.3/4","강원도","남자","30 - 39세",79
"2017.3/4","강원도","남자","40 - 49세",112
"2017.3/4","강원도","남자","50 - 59세",114
"2017.3/4","강원도","남자","60세이상",99
"2017.3/4","강원도","여자","20 - 29세",56
"2017.3/4","강원도","여자","30 - 39세",50
"2017.3/4","강원도","여자","40 - 49세",78
"2017.3/4","강원도","여자","50 - 59세",91
"2017.3/4","강원도","여자","60세이상",94
"2017.3/4","충청북도","남자","20 - 29세",66
"2017.3/4","충청북도","남자","30 - 39세",103
"2017.3/4","충청북도","남자","40 - 49세",124
"2017.3/4","충청북도","남자","50 - 59세",123
"2017.3/4","충청북도","남자","60세이상",87
"2017.3/4","충청북도","여자","20 - 29세",60
"2017.3/4","충청북도","여자","30 - 39세",64
"2017.3/4","충청북도","여자","40 - 49세",90
"2017.3/4","충청북도","여자","50 - 59세",91
"2017.3/4","충청북도","여자","60세이상",70
"2017.3/4","충청남도","남자","20 - 29세",89
"2017.3/4","충청남도","남자","30 - 39세",156
"2017.3/4","충청남도","남자","40 - 49세",164
"2017.3/4","충청남도","남자","50 - 59세",152
